left,right,metric,class_id,class_difference,full_point,leave_one_class_out_point,point_change,estimand
aligned_actual_source,stage_only,normalized_regret,131,0.006837643696224152,-0.0014458050281148955,-0.0019980349430708316,-0.0005522299149559361,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,224,0.002984156615648534,-0.0014458050281148955,-0.0017411358043657905,-0.00029533077625089506,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,301,0.026267113088565365,-0.0014458050281148955,-0.0032933329025602457,-0.0018475278744453502,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,345,0.0052549811881357,-0.0014458050281148955,-0.0018925241091982683,-0.0004467190810833728,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,384,-0.014848698445119029,-0.0014458050281148955,-0.0005522788003146197,0.0008935262278002758,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,462,-0.006694413696694913,-0.0014458050281148955,-0.0010958977835428942,0.0003499072445720013,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,511,-9.825838458520086e-05,-0.0014458050281148955,-0.001535641471016875,-8.983644290197945e-05,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,568,-0.020992344817796226,-0.0014458050281148955,-0.00014270237546947322,0.0013031026526454223,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,679,0.00548050848016092,-0.0014458050281148955,-0.0019075592619999496,-0.0004617542338850541,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,712,-0.015620816041388642,-0.0014458050281148955,-0.0005008042938966455,0.00094500073421825,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,780,0.0023496471364840878,-0.0014458050281148955,-0.001698835172421494,-0.0002530301443065986,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,870,-0.00016371738223458498,-0.0014458050281148955,-0.0015312775378402493,-8.547250972535379e-05,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,888,-0.012133954850625392,-0.0014458050281148955,-0.0007332617066141955,0.0007125433215007,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,stage_only,normalized_regret,975,0.003667281283660225,-0.0014458050281148955,-0.0017866774488999033,-0.00034087242078500784,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,19,-0.055333504020445234,0.1321690782458753,0.14466925039696335,0.012500172151088063,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,85,1.7223606870644994,0.1321690782458753,0.02615630432463367,-0.10601277392124162,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,131,-0.0093914807616477,0.1321690782458753,0.14160644884637683,0.009437370600501538,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,224,-0.0016500374165497704,0.1321690782458753,0.1410903526233703,0.008921274377495014,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,301,0.1913820618886376,0.1321690782458753,0.12822154600302446,-0.003947532242850826,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,345,-0.005428062312167194,0.1321690782458753,0.14134222094974477,0.009173142703869486,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,384,-0.009945488300497149,0.1321690782458753,0.14164338268230012,0.00947430443642483,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,462,0.022581232646941063,0.1321690782458753,0.13947493461913757,0.007305856373262282,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,511,-0.09026304314356495,0.1321690782458753,0.14699788633850464,0.014828808092629348,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,568,-0.0007676515367985373,0.1321690782458753,0.14103152689805354,0.00886244865217825,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,679,0.07494962391973306,0.1321690782458753,0.13598370853428474,0.0038146302884094485,descriptive_influence_only_no_class_removed_from_primary
aligned_actual_source,aligned_donor_source,absolute_regret,712,0.006913265414368919,0.1321690782458753,0.1405194657679757,0.008350387522100405,descriptive_influence_only_no_class_removed_from_primary
