family,set_id,policy,metric,units,valid_units,mean,median,Q90,Q95,Q99,max,estimand,unit,source_observations_sha256
primary,primary_52112c337d08,pure_G,absolute_regret,64,64,0.0018328482153349148,0.0,0.003958337831772952,0.012341901892772702,0.020009401158017127,0.026269262583412,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_52112c337d08,pure_G,normalized_regret,64,64,0.1587721835108713,0.0,0.8919935795941527,1.0,1.0,1.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_52112c337d08,stage_position_only,absolute_regret,64,64,0.0018328482153349148,0.0,0.003958337831772952,0.012341901892772702,0.020009401158017127,0.026269262583412,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_52112c337d08,stage_position_only,normalized_regret,64,64,0.1587721835108713,0.0,0.8919935795941527,1.0,1.0,1.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_52112c337d08,uniform_random_expected,absolute_regret,64,64,0.053704668684468417,0.012985575353717138,0.12583565030414184,0.1500771912350193,0.623134739015554,0.723813976888631,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_52112c337d08,uniform_random_expected,normalized_regret,64,64,0.443423055034163,0.4332441168622021,0.5763293323846106,0.609564954341209,0.6236541391966981,0.6252526218568571,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,energy,absolute_regret,64,64,0.032828383744533784,0.007432061240145059,0.033708611224351155,0.16914024773986294,0.41662308820060545,0.49127480371572574,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,energy,normalized_regret,64,64,0.4053107035774518,0.24044641972979447,1.0,1.0,1.0,1.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,uniform_random_expected,absolute_regret,64,64,0.031911216018532806,0.014392715802105254,0.05470973563696431,0.15952205087760588,0.23674191011814094,0.2920791090190846,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5303e1fccdc7,uniform_random_expected,normalized_regret,64,64,0.44171162484924337,0.4154396861877073,0.5577573869663722,0.6130213239550948,0.6567140840615288,0.6578299965532208,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,energy,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,energy,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,uniform_random_expected,absolute_regret,64,64,0.15228793876424876,0.08370565169946609,0.376065036776771,0.46360579941248964,0.925337379182443,1.0324447750611996,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_58a05bddec17,uniform_random_expected,normalized_regret,64,64,0.37049144499396724,0.363592691848256,0.41115436488132046,0.4201454424331711,0.4468048073826427,0.453954510220049,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,candidate_B,absolute_regret,64,64,0.019131264040801566,0.0,0.0,0.0,0.46256912905641184,0.5286281493316413,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,candidate_B,normalized_regret,64,64,0.009431649219062881,0.0,0.0,0.0,0.2715972709672537,0.325355264445698,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,constant,absolute_regret,64,64,0.019131264040801566,0.0,0.0,0.0,0.46256912905641184,0.5286281493316413,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,constant,normalized_regret,64,64,0.009431649219062881,0.0,0.0,0.0,0.2715972709672537,0.325355264445698,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,energy,absolute_regret,64,64,0.019131264040801566,0.0,0.0,0.0,0.46256912905641184,0.5286281493316413,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,energy,normalized_regret,64,64,0.009431649219062881,0.0,0.0,0.0,0.2715972709672537,0.325355264445698,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,hybrid,absolute_regret,64,64,0.019131264040801566,0.0,0.0,0.0,0.46256912905641184,0.5286281493316413,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,hybrid,normalized_regret,64,64,0.009431649219062881,0.0,0.0,0.0,0.2715972709672537,0.325355264445698,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,latest_stage,absolute_regret,64,64,0.019131264040801566,0.0,0.0,0.0,0.46256912905641184,0.5286281493316413,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,latest_stage,normalized_regret,64,64,0.009431649219062881,0.0,0.0,0.0,0.2715972709672537,0.325355264445698,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,pure_G,absolute_regret,64,64,0.019131264040801566,0.0,0.0,0.0,0.46256912905641184,0.5286281493316413,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,pure_G,normalized_regret,64,64,0.009431649219062881,0.0,0.0,0.0,0.2715972709672537,0.325355264445698,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,stage_position_only,absolute_regret,64,64,0.019131264040801566,0.0,0.0,0.0,0.46256912905641184,0.5286281493316413,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,stage_position_only,normalized_regret,64,64,0.009431649219062881,0.0,0.0,0.0,0.2715972709672537,0.325355264445698,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,uniform_random_expected,absolute_regret,64,64,6.262079599392818,1.9356568494904893,11.292428234196791,24.97888912320977,55.95040759511334,65.95123861874721,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_59152023723c,uniform_random_expected,normalized_regret,64,64,0.454799932574999,0.4372193444422578,0.5891871692348136,0.6139253582403025,0.6448314141088735,0.6484330499769203,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,candidate_B,absolute_regret,64,64,1.0495053347880896e-05,0.0,0.0,0.0,0.0002485228632778179,0.0006716834142643773,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,candidate_B,normalized_regret,64,64,0.0003637827001482977,0.0,0.0,0.0,0.00861437433951163,0.02328209280949105,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,constant,absolute_regret,64,64,1.0495053347880896e-05,0.0,0.0,0.0,0.0002485228632778179,0.0006716834142643773,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,constant,normalized_regret,64,64,0.0003637827001482977,0.0,0.0,0.0,0.00861437433951163,0.02328209280949105,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,energy,absolute_regret,64,64,0.0015485676813581928,0.0,0.0,0.005312176705197805,0.03732995950599728,0.04066953335467361,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,energy,normalized_regret,64,64,0.010393193067782608,0.0,0.0,0.021090595338027655,0.28449455696109094,0.34006034296814636,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,hybrid,absolute_regret,64,64,1.0495053347880896e-05,0.0,0.0,0.0,0.0002485228632778179,0.0006716834142643773,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,hybrid,normalized_regret,64,64,0.0003637827001482977,0.0,0.0,0.0,0.00861437433951163,0.02328209280949105,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,latest_stage,absolute_regret,64,64,1.0495053347880896e-05,0.0,0.0,0.0,0.0002485228632778179,0.0006716834142643773,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,latest_stage,normalized_regret,64,64,0.0003637827001482977,0.0,0.0,0.0,0.00861437433951163,0.02328209280949105,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,pure_G,absolute_regret,64,64,1.0495053347880896e-05,0.0,0.0,0.0,0.0002485228632778179,0.0006716834142643773,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,pure_G,normalized_regret,64,64,0.0003637827001482977,0.0,0.0,0.0,0.00861437433951163,0.02328209280949105,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,stage_position_only,absolute_regret,64,64,1.0495053347880896e-05,0.0,0.0,0.0,0.0002485228632778179,0.0006716834142643773,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,stage_position_only,normalized_regret,64,64,0.0003637827001482977,0.0,0.0,0.0,0.00861437433951163,0.02328209280949105,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,uniform_random_expected,absolute_regret,64,64,0.25079646629665847,0.09808387507439006,0.47612044503456097,0.5360731973717074,2.1713292595644647,4.075747552424779,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_5e743138a0d1,uniform_random_expected,normalized_regret,64,64,0.4077707535067253,0.3978823335079746,0.47730389526552525,0.5078884665433042,0.5832557724366443,0.5869770746799432,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,energy,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,energy,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,uniform_random_expected,absolute_regret,64,64,0.07815763551413923,0.029456392876862005,0.1175425040375823,0.1508540910264899,1.0586093482455445,1.6101785936859112,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_6c830b5fb730,uniform_random_expected,normalized_regret,64,64,0.4056347247765294,0.38422577714660766,0.473905402119079,0.5499195252086607,0.6392401987361922,0.6401358711815718,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,candidate_B,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,candidate_B,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,constant,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,constant,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,energy,absolute_regret,64,64,0.00011004336822151295,0.0,0.0,0.0,0.0024304760166448556,0.0036001840964843272,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,energy,normalized_regret,64,64,0.008946088393219366,0.0,0.0,0.0,0.2020213419215982,0.32237695001070216,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,hybrid,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,hybrid,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,latest_stage,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,latest_stage,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,pure_G,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,pure_G,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,stage_position_only,absolute_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,primary_705fa28644fa,stage_position_only,normalized_regret,64,64,0.0,0.0,0.0,0.0,0.0,0.0,raw_unit_tail_descriptive_not_class_bootstrap,class_seed_set,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
