family,left,right,metric,class_index,full_point,leave_one_class_out_point,change_from_full,estimand,class_id,source_observations_sha256
primary,candidate_B,latest_stage,absolute_regret,13,0.16660797222310794,0.18078004579874993,0.014172073575641986,retrospective_influence_no_class_deleted_from_main,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,absolute_regret,14,0.16660797222310794,0.15613142604802438,-0.010476546175083562,retrospective_influence_no_class_deleted_from_main,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,absolute_regret,15,0.16660797222310794,0.1640721807199121,-0.0025357915031958556,retrospective_influence_no_class_deleted_from_main,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,0,-0.009091296578802557,-0.008010944707008692,0.0010803518717938648,retrospective_influence_no_class_deleted_from_main,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,1,-0.009091296578802557,-0.007367124731194474,0.0017241718476080827,retrospective_influence_no_class_deleted_from_main,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,2,-0.009091296578802557,-0.007189635603379789,0.001901660975422768,retrospective_influence_no_class_deleted_from_main,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,3,-0.009091296578802557,-0.00995509568732735,-0.0008637991085247935,retrospective_influence_no_class_deleted_from_main,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,4,-0.009091296578802557,-0.012009824525397143,-0.0029185279465945863,retrospective_influence_no_class_deleted_from_main,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,5,-0.009091296578802557,-0.007891048900101682,0.0012002476787008748,retrospective_influence_no_class_deleted_from_main,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,6,-0.009091296578802557,-0.007804818003593417,0.0012864785752091396,retrospective_influence_no_class_deleted_from_main,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,7,-0.009091296578802557,-0.009404864948501084,-0.0003135683696985272,retrospective_influence_no_class_deleted_from_main,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,8,-0.009091296578802557,-0.010657594210852498,-0.0015662976320499414,retrospective_influence_no_class_deleted_from_main,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,9,-0.009091296578802557,-0.008467593022373742,0.0006237035564288142,retrospective_influence_no_class_deleted_from_main,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,10,-0.009091296578802557,-0.011368000330294281,-0.0022767037514917245,retrospective_influence_no_class_deleted_from_main,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,11,-0.009091296578802557,-0.008922903898754338,0.00016839268004821897,retrospective_influence_no_class_deleted_from_main,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,12,-0.009091296578802557,-0.007659793788302764,0.0014315027904997927,retrospective_influence_no_class_deleted_from_main,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,13,-0.009091296578802557,-0.0069207788933613405,0.0021705176854412162,retrospective_influence_no_class_deleted_from_main,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,14,-0.009091296578802557,-0.010960267991587551,-0.0018689714127849942,retrospective_influence_no_class_deleted_from_main,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,normalized_regret,15,-0.009091296578802557,-0.010870456018810756,-0.001779159440008199,retrospective_influence_no_class_deleted_from_main,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,0,0.015624999999999986,0.013580246913580226,-0.00204475308641976,retrospective_influence_no_class_deleted_from_main,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,1,0.015624999999999986,0.012962962962962947,-0.002662037037037039,retrospective_influence_no_class_deleted_from_main,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,2,0.015624999999999986,0.016049382716049373,0.0004243827160493874,retrospective_influence_no_class_deleted_from_main,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,3,0.015624999999999986,0.016049382716049367,0.00042438271604938044,retrospective_influence_no_class_deleted_from_main,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,4,0.015624999999999986,0.020370370370370358,0.004745370370370372,retrospective_influence_no_class_deleted_from_main,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,5,0.015624999999999986,0.015432098765432086,-0.00019290123456790036,retrospective_influence_no_class_deleted_from_main,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,6,0.015624999999999986,0.013580246913580226,-0.00204475308641976,retrospective_influence_no_class_deleted_from_main,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,7,0.015624999999999986,0.013580246913580226,-0.00204475308641976,retrospective_influence_no_class_deleted_from_main,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,8,0.015624999999999986,0.014197530864197528,-0.0014274691358024585,retrospective_influence_no_class_deleted_from_main,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,9,0.015624999999999986,0.015432098765432086,-0.00019290123456790036,retrospective_influence_no_class_deleted_from_main,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,10,0.015624999999999986,0.01913580246913579,0.0035108024691358035,retrospective_influence_no_class_deleted_from_main,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,11,0.015624999999999986,0.016049382716049373,0.0004243827160493874,retrospective_influence_no_class_deleted_from_main,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,12,0.015624999999999986,0.01296296296296296,-0.0026620370370370253,retrospective_influence_no_class_deleted_from_main,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,13,0.015624999999999986,0.012345679012345668,-0.003279320987654318,retrospective_influence_no_class_deleted_from_main,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,14,0.015624999999999986,0.019753086419753072,0.004128086419753086,retrospective_influence_no_class_deleted_from_main,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,15,0.015624999999999986,0.018518518518518497,0.0028935185185185106,retrospective_influence_no_class_deleted_from_main,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,0,0.16660797222310794,0.17726414343751737,0.010656171214409427,retrospective_influence_no_class_deleted_from_main,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,1,0.16660797222310794,0.06438976761290358,-0.10221820461020437,retrospective_influence_no_class_deleted_from_main,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,2,0.16660797222310794,0.1773385509558046,0.010730578732696672,retrospective_influence_no_class_deleted_from_main,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,3,0.16660797222310794,0.176509613609466,0.009901641386358045,retrospective_influence_no_class_deleted_from_main,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,4,0.16660797222310794,0.16201725212093054,-0.004590720102177398,retrospective_influence_no_class_deleted_from_main,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,5,0.16660797222310794,0.17855068094847895,0.01194270872537101,retrospective_influence_no_class_deleted_from_main,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,6,0.16660797222310794,0.17834744901146932,0.011739476788361375,retrospective_influence_no_class_deleted_from_main,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,7,0.16660797222310794,0.17282057086862,0.006212598645512046,retrospective_influence_no_class_deleted_from_main,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,8,0.16660797222310794,0.17741630914245923,0.010808336919351291,retrospective_influence_no_class_deleted_from_main,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,9,0.16660797222310794,0.1762517727711084,0.009643800548000458,retrospective_influence_no_class_deleted_from_main,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,10,0.16660797222310794,0.16720064180036737,0.0005926695772594248,retrospective_influence_no_class_deleted_from_main,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,11,0.16660797222310794,0.17663951489533633,0.010031542672228388,retrospective_influence_no_class_deleted_from_main,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,12,0.16660797222310794,0.179997635828579,0.013389663605471058,retrospective_influence_no_class_deleted_from_main,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,13,0.16660797222310794,0.18078004579874993,0.014172073575641986,retrospective_influence_no_class_deleted_from_main,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,14,0.16660797222310794,0.15613142604802438,-0.010476546175083562,retrospective_influence_no_class_deleted_from_main,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,15,0.16660797222310794,0.1640721807199121,-0.0025357915031958556,retrospective_influence_no_class_deleted_from_main,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,0,-0.009091296578802557,-0.008010944707008692,0.0010803518717938648,retrospective_influence_no_class_deleted_from_main,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,1,-0.009091296578802557,-0.007367124731194474,0.0017241718476080827,retrospective_influence_no_class_deleted_from_main,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,2,-0.009091296578802557,-0.007189635603379789,0.001901660975422768,retrospective_influence_no_class_deleted_from_main,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,3,-0.009091296578802557,-0.00995509568732735,-0.0008637991085247935,retrospective_influence_no_class_deleted_from_main,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,4,-0.009091296578802557,-0.012009824525397143,-0.0029185279465945863,retrospective_influence_no_class_deleted_from_main,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,5,-0.009091296578802557,-0.007891048900101682,0.0012002476787008748,retrospective_influence_no_class_deleted_from_main,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,6,-0.009091296578802557,-0.007804818003593417,0.0012864785752091396,retrospective_influence_no_class_deleted_from_main,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,7,-0.009091296578802557,-0.009404864948501084,-0.0003135683696985272,retrospective_influence_no_class_deleted_from_main,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,8,-0.009091296578802557,-0.010657594210852498,-0.0015662976320499414,retrospective_influence_no_class_deleted_from_main,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,9,-0.009091296578802557,-0.008467593022373742,0.0006237035564288142,retrospective_influence_no_class_deleted_from_main,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,10,-0.009091296578802557,-0.011368000330294281,-0.0022767037514917245,retrospective_influence_no_class_deleted_from_main,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,11,-0.009091296578802557,-0.008922903898754338,0.00016839268004821897,retrospective_influence_no_class_deleted_from_main,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,12,-0.009091296578802557,-0.007659793788302764,0.0014315027904997927,retrospective_influence_no_class_deleted_from_main,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,13,-0.009091296578802557,-0.0069207788933613405,0.0021705176854412162,retrospective_influence_no_class_deleted_from_main,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,14,-0.009091296578802557,-0.010960267991587551,-0.0018689714127849942,retrospective_influence_no_class_deleted_from_main,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,15,-0.009091296578802557,-0.010870456018810756,-0.001779159440008199,retrospective_influence_no_class_deleted_from_main,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,0,0.015624999999999986,0.013580246913580226,-0.00204475308641976,retrospective_influence_no_class_deleted_from_main,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,1,0.015624999999999986,0.012962962962962947,-0.002662037037037039,retrospective_influence_no_class_deleted_from_main,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,2,0.015624999999999986,0.016049382716049373,0.0004243827160493874,retrospective_influence_no_class_deleted_from_main,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,3,0.015624999999999986,0.016049382716049367,0.00042438271604938044,retrospective_influence_no_class_deleted_from_main,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,4,0.015624999999999986,0.020370370370370358,0.004745370370370372,retrospective_influence_no_class_deleted_from_main,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,5,0.015624999999999986,0.015432098765432086,-0.00019290123456790036,retrospective_influence_no_class_deleted_from_main,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,6,0.015624999999999986,0.013580246913580226,-0.00204475308641976,retrospective_influence_no_class_deleted_from_main,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,7,0.015624999999999986,0.013580246913580226,-0.00204475308641976,retrospective_influence_no_class_deleted_from_main,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,8,0.015624999999999986,0.014197530864197528,-0.0014274691358024585,retrospective_influence_no_class_deleted_from_main,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,9,0.015624999999999986,0.015432098765432086,-0.00019290123456790036,retrospective_influence_no_class_deleted_from_main,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,10,0.015624999999999986,0.01913580246913579,0.0035108024691358035,retrospective_influence_no_class_deleted_from_main,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,11,0.015624999999999986,0.016049382716049373,0.0004243827160493874,retrospective_influence_no_class_deleted_from_main,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,12,0.015624999999999986,0.01296296296296296,-0.0026620370370370253,retrospective_influence_no_class_deleted_from_main,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,13,0.015624999999999986,0.012345679012345668,-0.003279320987654318,retrospective_influence_no_class_deleted_from_main,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,14,0.015624999999999986,0.019753086419753072,0.004128086419753086,retrospective_influence_no_class_deleted_from_main,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,15,0.015624999999999986,0.018518518518518497,0.0028935185185185106,retrospective_influence_no_class_deleted_from_main,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,0,0.19092932286027847,0.2028707067617513,0.01194138390147284,retrospective_influence_no_class_deleted_from_main,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,1,0.19092932286027847,0.08953873940339072,-0.10139058345688776,retrospective_influence_no_class_deleted_from_main,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,2,0.19092932286027847,0.2035351237487967,0.012605800888518232,retrospective_influence_no_class_deleted_from_main,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,3,0.19092932286027847,0.20221306480354997,0.011283741943271502,retrospective_influence_no_class_deleted_from_main,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,4,0.19092932286027847,0.18720326058326262,-0.003726062277015857,retrospective_influence_no_class_deleted_from_main,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,5,0.19092932286027847,0.20444300607713145,0.013513683216852979,retrospective_influence_no_class_deleted_from_main,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,6,0.19092932286027847,0.20395274230136806,0.01302341944108959,retrospective_influence_no_class_deleted_from_main,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,7,0.19092932286027847,0.19880743571466436,0.007878112854385888,retrospective_influence_no_class_deleted_from_main,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,8,0.19092932286027847,0.20234605454072888,0.011416731680450404,retrospective_influence_no_class_deleted_from_main,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,9,0.19092932286027847,0.1984638205463985,0.007534497686120023,retrospective_influence_no_class_deleted_from_main,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,10,0.19092932286027847,0.182984908143464,-0.00794441471681448,retrospective_influence_no_class_deleted_from_main,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,11,0.19092932286027847,0.2024811146507367,0.011551791790458232,retrospective_influence_no_class_deleted_from_main,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,12,0.19092932286027847,0.20547603402241915,0.01454671116214068,retrospective_influence_no_class_deleted_from_main,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,13,0.19092932286027847,0.20667030149180082,0.01574097863152235,retrospective_influence_no_class_deleted_from_main,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,14,0.19092932286027847,0.18156774314211693,-0.009361579718161539,retrospective_influence_no_class_deleted_from_main,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,15,0.19092932286027847,0.18231510983287522,-0.008614213027403256,retrospective_influence_no_class_deleted_from_main,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,0,-0.006209597371886547,-0.005145570583247832,0.0010640267886387143,retrospective_influence_no_class_deleted_from_main,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,1,-0.006209597371886547,-0.004897428991915428,0.0013121683799711186,retrospective_influence_no_class_deleted_from_main,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,2,-0.006209597371886547,-0.0036365900254041036,0.002573007346482443,retrospective_influence_no_class_deleted_from_main,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,3,-0.006209597371886547,-0.0060377130602436765,0.00017188431164287012,retrospective_influence_no_class_deleted_from_main,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,4,-0.006209597371886547,-0.007802155116066325,-0.0015925577441797782,retrospective_influence_no_class_deleted_from_main,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,5,-0.006209597371886547,-0.00497216411178669,0.0012374332600998562,retrospective_influence_no_class_deleted_from_main,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,6,-0.006209597371886547,-0.00522452285993413,0.000985074511952417,retrospective_influence_no_class_deleted_from_main,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,7,-0.006209597371886547,-0.006086945669215869,0.00012265170267067738,retrospective_influence_no_class_deleted_from_main,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,8,-0.006209597371886547,-0.0077718303380263105,-0.0015622329661397639,retrospective_influence_no_class_deleted_from_main,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,9,-0.006209597371886547,-0.0061404760977819646,6.912127410458203e-05,retrospective_influence_no_class_deleted_from_main,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,10,-0.006209597371886547,-0.007873909529835871,-0.0016643121579493249,retrospective_influence_no_class_deleted_from_main,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,11,-0.006209597371886547,-0.006887671180475261,-0.0006780738085887146,retrospective_influence_no_class_deleted_from_main,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,12,-0.006209597371886547,-0.0052792753575463,0.0009303220143402468,retrospective_influence_no_class_deleted_from_main,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,13,-0.006209597371886547,-0.0046891926099146995,0.001520404761971847,retrospective_influence_no_class_deleted_from_main,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,14,-0.006209597371886547,-0.008675685380790488,-0.0024660880089039418,retrospective_influence_no_class_deleted_from_main,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,15,-0.006209597371886547,-0.00823242703799981,-0.002022829666113264,retrospective_influence_no_class_deleted_from_main,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,0,0.011574074074074063,0.009259259259259241,-0.0023148148148148216,retrospective_influence_no_class_deleted_from_main,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,1,0.011574074074074063,0.009259259259259248,-0.0023148148148148147,retrospective_influence_no_class_deleted_from_main,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,2,0.011574074074074063,0.009876543209876536,-0.001697530864197527,retrospective_influence_no_class_deleted_from_main,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
