rank,family,class_id,seed,set_id,policy,selected,selected_stage,oracle_stage,candidate_count,saving_bits,selected_probability_json,unit,estimand,oracle,absolute_regret,normalized_regret,resolved,risk_range,range_tau,selected_Y,oracle_Y,oracle_hit,all_minima_hit,source_observations_sha256
12,primary,345,79,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.7548438759282876,1.0,True,0.7548438759282876,1.108406227996568e-12,1.108406227996568,0.3535623520682804,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
13,primary,511,81,primary_494f26df6416,stage_position_only,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.680440715423984,0.624942787537031,True,1.088804813806519,1.1709320585553089e-12,0.762567960172774,0.08212724474878998,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
14,primary,870,81,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.6693487733336951,0.1832618625546364,True,3.652417169634191,4.040304009859938e-12,1.0572356135594418,0.38788684022574677,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
15,primary,712,81,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.66831259574062,1.0,True,0.66831259574062,1e-12,0.9219579416177092,0.25364534587708926,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
16,primary,462,79,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.6518285291257941,0.1598686759096225,True,4.0772748345916625,4.502908816073059e-12,1.0774625106071911,0.425633981481397,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
17,primary,870,81,primary_494f26df6416,stage_position_only,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.6258738320557314,0.41922563086332165,True,1.4929283564243294,1.6997273380675894e-12,0.8326728136989915,0.20679898164326008,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
18,primary,870,79,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.60117819968616,0.04081345525992675,True,14.72990208394424,1.4912645511682057e-11,0.7839216274239789,0.18274342773781882,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
19,primary,345,81,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.5883217198257285,1.0,True,0.5883217198257285,1e-12,0.9163102421976532,0.3279885223719248,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
20,primary,870,80,primary_59152023723c,stage_position_only,qkv_all_blocks_stage15_w4,15,10,3,1337720832,"{""qkv_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,qkv_all_blocks_stage10_w4,0.5286281493316413,0.325355264445698,True,1.6247720787068118,2.2214501958768125e-12,1.125306266501642,0.5966781171700007,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
1,primary,780,80,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,2.9701772721567177,1.0,True,2.9701772721567177,3.3276454076431602e-12,3.32764540764316,0.35746813548644235,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
2,primary,870,82,primary_494f26df6416,pure_G,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,2.1035272921074153,1.0,True,2.1035272921074153,2.332253763995155e-12,2.332253763995155,0.2287264718877395,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
3,primary,85,80,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,1.5892297279922898,1.0,True,1.5892297279922898,1.6197173556950585e-12,1.6197173556950586,0.030487627702768808,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
4,primary,679,80,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,1.5826517132198885,0.3574703160242792,True,4.42736541266379,4.481441187142822e-12,1.6367274876989197,0.05407577447903123,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
5,primary,780,80,primary_494f26df6416,pure_G,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,1.2044097386384323,1.0,True,1.2044097386384323,1.3961465287277973e-12,1.3961465287277974,0.19173679008936517,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
6,primary,19,80,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9958952094009275,0.1513837651764567,True,6.578613025248031,6.6999378919976486e-12,1.1172200761505449,0.12132486674961739,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
7,primary,679,80,primary_494f26df6416,pure_G,attention_output_all_blocks_stage15_w4,15,10,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage10_w4,0.9632182249443169,1.0,True,0.9632182249443169,1.0587328161844063e-12,1.0587328161844063,0.09551459124008943,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
8,primary,224,80,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9175077652084269,0.827159712346849,True,1.1092268536692134,1.234239596844873e-12,1.0425205083840865,0.12501274317565958,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
9,primary,462,82,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9067171472428299,0.5205381579771625,True,1.741884112331704,1.7877156782448085e-12,0.9525487131559345,0.045831565913104555,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
10,primary,131,81,primary_494f26df6416,pure_G,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.8863552648900851,1.0,True,0.8863552648900851,1e-12,0.9853471207190979,0.09899185582901282,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
11,primary,870,80,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.849609569133964,1.0,True,0.849609569133964,1e-12,0.8934213171048704,0.043811747970906374,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
12,primary,345,79,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.7548438759282876,1.0,True,0.7548438759282876,1.108406227996568e-12,1.108406227996568,0.3535623520682804,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
13,primary,511,81,primary_494f26df6416,pure_G,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.680440715423984,0.624942787537031,True,1.088804813806519,1.1709320585553089e-12,0.762567960172774,0.08212724474878998,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
14,primary,870,81,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.6693487733336951,0.1832618625546364,True,3.652417169634191,4.040304009859938e-12,1.0572356135594418,0.38788684022574677,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
15,primary,712,81,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.66831259574062,1.0,True,0.66831259574062,1e-12,0.9219579416177092,0.25364534587708926,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
16,primary,462,79,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.6518285291257941,0.1598686759096225,True,4.0772748345916625,4.502908816073059e-12,1.0774625106071911,0.425633981481397,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
17,primary,870,81,primary_494f26df6416,pure_G,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.6258738320557314,0.41922563086332165,True,1.4929283564243294,1.6997273380675894e-12,0.8326728136989915,0.20679898164326008,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
18,primary,870,79,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.60117819968616,0.04081345525992675,True,14.72990208394424,1.4912645511682057e-11,0.7839216274239789,0.18274342773781882,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
19,primary,345,81,primary_d0adb13a6bdf,pure_G,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.5883217198257285,1.0,True,0.5883217198257285,1e-12,0.9163102421976532,0.3279885223719248,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
20,primary,870,80,primary_59152023723c,pure_G,qkv_all_blocks_stage15_w4,15,10,3,1337720832,"{""qkv_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,qkv_all_blocks_stage10_w4,0.5286281493316413,0.325355264445698,True,1.6247720787068118,2.2214501958768125e-12,1.125306266501642,0.5966781171700007,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
1,primary,301,79,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,1065.6657456979804,0.3891659699032857,True,2738.332300644931,2.7675907391432675e-09,1094.924184196317,29.2584384983366,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
2,primary,19,82,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,1040.2720350117193,0.41325248773796186,True,2517.279546714653,2.5397792527511984e-09,1062.7717410482644,22.49970603654521,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
3,primary,85,82,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,1023.6972642029829,0.37878533776178636,True,2702.578907229968,2.7342024505674454e-09,1055.32080754046,31.62354333747705,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
4,primary,975,82,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,1009.815938151447,0.3471355369452317,True,2908.996143229115,2.9397077403384333e-09,1040.527535260765,30.71159710931795,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
5,primary,870,82,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,981.2800629923732,0.3816263985089027,True,2571.310755300073,2.5975728639674776e-09,1007.5421716597776,26.26210866740439,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
6,primary,462,79,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,967.8184396806564,0.4689976746140123,True,2063.5889942891004,2.0948541114066227e-09,999.083556798179,31.265117117522603,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
7,primary,131,82,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,965.05698353157,0.3951383075410236,True,2442.3270665332216,2.4708018216750226e-09,993.5317386733711,28.474755141801094,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
8,primary,712,79,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,950.7441574650612,0.4070142149145843,True,2335.899147071764,2.372018885446495e-09,986.8638958397919,36.119738374730616,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
9,primary,712,81,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,940.6320299211378,0.40093621464281404,True,2346.0889676906036,2.3809687708120023e-09,975.5118330425366,34.879803121398794,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
10,primary,888,82,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,874.9983692412312,0.38123577740615094,True,2295.1633112572445,2.3236851436014717e-09,903.5202015854586,28.52183234422741,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
11,primary,780,79,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,873.2007368281306,0.410743428721302,True,2125.9031204626176,2.155876945177932e-09,903.1745615434451,29.973824715314432,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
12,primary,511,82,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,869.7374922506401,0.43560640401589673,True,1996.6131907897766,2.031954913279277e-09,905.0792147401406,35.34172248950051,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
13,primary,345,82,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,865.7565516398612,0.3582025026250866,True,2416.947244352469,2.442290387486613e-09,891.0996947740052,25.34314313414404,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
14,primary,679,81,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,845.6791993416203,0.39005430742031005,True,2168.106295081478,2.1929380279584932e-09,870.510932218636,24.831732877015607,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
15,primary,511,80,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,801.2618224769409,0.4678804182879085,True,1712.5354923143789,1.7376905668184945e-09,826.4168969810565,25.155074504115664,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
16,primary,131,81,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,780.9853477304999,0.4919760578318547,True,1587.445842735342,1.6202650043784282e-09,813.804509373586,32.81916164308608,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
17,primary,85,79,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,776.6771428798885,0.40443644463344697,True,1920.3935579638837,1.948003262918627e-09,804.2868478346315,27.60970495474308,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
18,primary,870,79,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,770.2125889705982,0.4238259278353952,True,1817.2852069346075,1.847144609762348e-09,800.0719917983389,29.859402827740723,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
19,primary,870,81,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,763.1228235441905,0.4045086749659951,True,1886.5425410427656,1.9212137659060096e-09,797.7940484074347,34.67122486324417,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
20,primary,301,80,primary_abefa8b91ecd,uniform_random_expected,,,15,3,1783627776,"{""mlp_down_all_blocks_stage10_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage15_w4"": 0.3333333333333333, ""mlp_down_all_blocks_stage4_w4"": 0.3333333333333333}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_down_all_blocks_stage15_w4,753.6509996268096,0.4567559306775595,True,1650.0081312766556,1.6849133681647706e-09,788.5562365149246,34.905236888115034,0.3333333333333333,0.3333333333333333,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
