rank,family,class_id,seed,set_id,policy,selected,selected_stage,oracle_stage,candidate_count,saving_bits,selected_probability_json,unit,estimand,oracle,absolute_regret,normalized_regret,resolved,risk_range,range_tau,selected_Y,oracle_Y,oracle_hit,all_minima_hit,source_observations_sha256
16,primary,712,79,primary_d0adb13a6bdf,candidate_B,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,1.833407624976573,1.0,True,1.833407624976573,2.4771917902857012e-12,2.4771917902857012,0.6437841653091283,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
17,primary,301,81,primary_d82bcfdaeedc,candidate_B,mlp_up_gate_all_blocks_stage4_w6,4,15,3,1486356480,"{""mlp_up_gate_all_blocks_stage4_w6"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w6,1.7436878283908044,1.0,True,1.7436878283908044,1.817103554443122e-12,1.817103554443122,0.07341572605231762,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
18,primary,131,79,primary_d0adb13a6bdf,candidate_B,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,1.5441052672895235,0.19347157522730166,True,7.981044582261859,8.474025578505746e-12,2.03708626353341,0.49298099624388664,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
19,primary,301,79,primary_494f26df6416,candidate_B,attention_output_all_blocks_stage4_w4,4,15,3,445906944,"{""attention_output_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage15_w4,1.4823460099755685,1.0,True,1.4823460099755685,1.6497235299273144e-12,1.6497235299273143,0.16737751995174574,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
20,primary,301,79,primary_d0adb13a6bdf,candidate_B,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,1.4648727671117714,0.671346788991216,True,2.1819911722716796,2.5365586047689703e-12,1.8194401996090621,0.3545674324972908,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
1,primary,85,82,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,10,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage10_w4,186.50799487293583,1.0,True,186.50799487293583,1.8672886256317272e-10,186.72886256317273,0.22086769023690067,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
2,primary,888,82,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,22.446279263957294,1.0,True,22.446279263957294,2.279068768609659e-11,22.79068768609659,0.34440842213929557,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
3,primary,301,81,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,18.830651450175523,0.5005341332037218,True,37.62111352855787,3.821149414810077e-11,19.42103206971842,0.5903806195428984,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
4,primary,975,79,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,18.411051776122804,1.0,True,18.411051776122804,1.878201061169443e-11,18.78201061169443,0.37095883557162773,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
5,primary,462,81,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,10.17053088827426,1.0,True,10.17053088827426,1.1125013649459124e-11,11.125013649459124,0.9544827611848631,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
6,primary,679,79,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,8.76392101464029,0.48452437649196045,True,18.08767822600089,1.850846534580785e-11,9.18470813444725,0.42078711980695965,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
7,primary,888,80,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,5.84322444321576,1.0,True,5.84322444321576,6.3854300829671616e-12,6.3854300829671615,0.5422056397514012,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
8,primary,679,79,primary_494f26df6416,hybrid,attention_output_all_blocks_stage4_w4,4,15,3,445906944,"{""attention_output_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage15_w4,5.59857749839296,1.0,True,5.59857749839296,6.000546541613521e-12,6.000546541613521,0.4019690432205607,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
9,primary,888,79,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,5.339512851842358,1.0,True,5.339512851842358,6.966952043004596e-12,6.966952043004596,1.6274391911622388,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
10,primary,224,79,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,3.072778260280476,1.0,True,3.072778260280476,3.705274741584564e-12,3.7052747415845637,0.6324964813040879,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
11,primary,568,82,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,3.020981883014599,1.0,True,3.020981883014599,3.3534916586761482e-12,3.3534916586761483,0.33250977566154916,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
12,primary,679,82,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,2.471302335264795,1.0,True,2.471302335264795,2.838097456220794e-12,2.838097456220794,0.3667951209559987,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
13,primary,975,80,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,2.4354234454364696,1.0,True,2.4354234454364696,2.6635485502260956e-12,2.663548550226096,0.22812510478962622,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
14,primary,679,79,primary_d82bcfdaeedc,hybrid,mlp_up_gate_all_blocks_stage4_w6,4,15,3,1486356480,"{""mlp_up_gate_all_blocks_stage4_w6"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w6,2.2640375049313524,1.0,True,2.2640375049313524,2.2948380234032018e-12,2.294838023403202,0.030800518471849617,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
15,primary,19,81,primary_494f26df6416,hybrid,attention_output_all_blocks_stage4_w4,4,15,3,445906944,"{""attention_output_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage15_w4,2.240712260634041,0.07936859236293953,True,28.231724841328063,2.8460897388971264e-11,2.469884808277243,0.22917254764320205,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
16,primary,712,79,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,1.833407624976573,1.0,True,1.833407624976573,2.4771917902857012e-12,2.4771917902857012,0.6437841653091283,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
17,primary,301,81,primary_d82bcfdaeedc,hybrid,mlp_up_gate_all_blocks_stage4_w6,4,15,3,1486356480,"{""mlp_up_gate_all_blocks_stage4_w6"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w6,1.7436878283908044,1.0,True,1.7436878283908044,1.817103554443122e-12,1.817103554443122,0.07341572605231762,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
18,primary,131,79,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,1.5441052672895235,0.19347157522730166,True,7.981044582261859,8.474025578505746e-12,2.03708626353341,0.49298099624388664,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
19,primary,301,79,primary_494f26df6416,hybrid,attention_output_all_blocks_stage4_w4,4,15,3,445906944,"{""attention_output_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage15_w4,1.4823460099755685,1.0,True,1.4823460099755685,1.6497235299273144e-12,1.6497235299273143,0.16737751995174574,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
20,primary,301,79,primary_d0adb13a6bdf,hybrid,mlp_up_gate_all_blocks_stage4_w4,4,15,3,1783627776,"{""mlp_up_gate_all_blocks_stage4_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage15_w4,1.4648727671117714,0.671346788991216,True,2.1819911722716796,2.5365586047689703e-12,1.8194401996090621,0.3545674324972908,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
1,primary,780,80,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,2.9701772721567177,1.0,True,2.9701772721567177,3.3276454076431602e-12,3.32764540764316,0.35746813548644235,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
2,primary,870,82,primary_494f26df6416,latest_stage,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,2.1035272921074153,1.0,True,2.1035272921074153,2.332253763995155e-12,2.332253763995155,0.2287264718877395,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
3,primary,85,80,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,1.5892297279922898,1.0,True,1.5892297279922898,1.6197173556950585e-12,1.6197173556950586,0.030487627702768808,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
4,primary,679,80,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,1.5826517132198885,0.3574703160242792,True,4.42736541266379,4.481441187142822e-12,1.6367274876989197,0.05407577447903123,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
5,primary,780,80,primary_494f26df6416,latest_stage,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,1.2044097386384323,1.0,True,1.2044097386384323,1.3961465287277973e-12,1.3961465287277974,0.19173679008936517,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
6,primary,19,80,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9958952094009275,0.1513837651764567,True,6.578613025248031,6.6999378919976486e-12,1.1172200761505449,0.12132486674961739,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
7,primary,679,80,primary_494f26df6416,latest_stage,attention_output_all_blocks_stage15_w4,15,10,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage10_w4,0.9632182249443169,1.0,True,0.9632182249443169,1.0587328161844063e-12,1.0587328161844063,0.09551459124008943,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
8,primary,224,80,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9175077652084269,0.827159712346849,True,1.1092268536692134,1.234239596844873e-12,1.0425205083840865,0.12501274317565958,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
9,primary,462,82,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9067171472428299,0.5205381579771625,True,1.741884112331704,1.7877156782448085e-12,0.9525487131559345,0.045831565913104555,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
10,primary,131,81,primary_494f26df6416,latest_stage,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.8863552648900851,1.0,True,0.8863552648900851,1e-12,0.9853471207190979,0.09899185582901282,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
11,primary,870,80,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.849609569133964,1.0,True,0.849609569133964,1e-12,0.8934213171048704,0.043811747970906374,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
12,primary,345,79,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.7548438759282876,1.0,True,0.7548438759282876,1.108406227996568e-12,1.108406227996568,0.3535623520682804,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
13,primary,511,81,primary_494f26df6416,latest_stage,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.680440715423984,0.624942787537031,True,1.088804813806519,1.1709320585553089e-12,0.762567960172774,0.08212724474878998,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
14,primary,870,81,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.6693487733336951,0.1832618625546364,True,3.652417169634191,4.040304009859938e-12,1.0572356135594418,0.38788684022574677,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
15,primary,712,81,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.66831259574062,1.0,True,0.66831259574062,1e-12,0.9219579416177092,0.25364534587708926,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
16,primary,462,79,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.6518285291257941,0.1598686759096225,True,4.0772748345916625,4.502908816073059e-12,1.0774625106071911,0.425633981481397,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
17,primary,870,81,primary_494f26df6416,latest_stage,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.6258738320557314,0.41922563086332165,True,1.4929283564243294,1.6997273380675894e-12,0.8326728136989915,0.20679898164326008,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
18,primary,870,79,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.60117819968616,0.04081345525992675,True,14.72990208394424,1.4912645511682057e-11,0.7839216274239789,0.18274342773781882,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
19,primary,345,81,primary_d0adb13a6bdf,latest_stage,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.5883217198257285,1.0,True,0.5883217198257285,1e-12,0.9163102421976532,0.3279885223719248,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
20,primary,870,80,primary_59152023723c,latest_stage,qkv_all_blocks_stage15_w4,15,10,3,1337720832,"{""qkv_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,qkv_all_blocks_stage10_w4,0.5286281493316413,0.325355264445698,True,1.6247720787068118,2.2214501958768125e-12,1.125306266501642,0.5966781171700007,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
1,primary,780,80,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,2.9701772721567177,1.0,True,2.9701772721567177,3.3276454076431602e-12,3.32764540764316,0.35746813548644235,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
2,primary,870,82,primary_494f26df6416,stage_position_only,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,2.1035272921074153,1.0,True,2.1035272921074153,2.332253763995155e-12,2.332253763995155,0.2287264718877395,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
3,primary,85,80,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,1.5892297279922898,1.0,True,1.5892297279922898,1.6197173556950585e-12,1.6197173556950586,0.030487627702768808,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
4,primary,679,80,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,1.5826517132198885,0.3574703160242792,True,4.42736541266379,4.481441187142822e-12,1.6367274876989197,0.05407577447903123,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
5,primary,780,80,primary_494f26df6416,stage_position_only,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,1.2044097386384323,1.0,True,1.2044097386384323,1.3961465287277973e-12,1.3961465287277974,0.19173679008936517,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
6,primary,19,80,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9958952094009275,0.1513837651764567,True,6.578613025248031,6.6999378919976486e-12,1.1172200761505449,0.12132486674961739,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
7,primary,679,80,primary_494f26df6416,stage_position_only,attention_output_all_blocks_stage15_w4,15,10,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage10_w4,0.9632182249443169,1.0,True,0.9632182249443169,1.0587328161844063e-12,1.0587328161844063,0.09551459124008943,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
8,primary,224,80,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9175077652084269,0.827159712346849,True,1.1092268536692134,1.234239596844873e-12,1.0425205083840865,0.12501274317565958,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
9,primary,462,82,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.9067171472428299,0.5205381579771625,True,1.741884112331704,1.7877156782448085e-12,0.9525487131559345,0.045831565913104555,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
10,primary,131,81,primary_494f26df6416,stage_position_only,attention_output_all_blocks_stage15_w4,15,4,3,445906944,"{""attention_output_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,attention_output_all_blocks_stage4_w4,0.8863552648900851,1.0,True,0.8863552648900851,1e-12,0.9853471207190979,0.09899185582901282,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
11,primary,870,80,primary_d0adb13a6bdf,stage_position_only,mlp_up_gate_all_blocks_stage15_w4,15,4,3,1783627776,"{""mlp_up_gate_all_blocks_stage15_w4"": 1.0}",class_seed_exact_cost_set,retrospective_public_scalar_reanalysis,mlp_up_gate_all_blocks_stage4_w4,0.849609569133964,1.0,True,0.849609569133964,1e-12,0.8934213171048704,0.043811747970906374,0.0,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
