family,policy,metric,class_id,value,sets,seeds,unit,estimand,source_observations_sha256
primary,energy,oracle_hit,85,0.6944444444444444,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,131,0.6944444444444444,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,224,0.6111111111111112,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,301,0.5648148148148149,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,345,0.6388888888888888,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,384,0.6203703703703705,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,462,0.6111111111111112,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,511,0.6388888888888888,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,568,0.6296296296296297,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,679,0.6111111111111112,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,712,0.5925925925925926,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,780,0.6481481481481481,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,870,0.6759259259259259,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,888,0.6018518518518519,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,energy,oracle_hit,975,0.6203703703703705,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,19,0.025881457585745407,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,85,1.7298820730436326,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,131,0.0243339829394436,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,224,0.03082105108436377,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,301,0.2410519472181289,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,345,0.0056616324883842824,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,384,0.000559507831088894,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,462,0.0984145470808711,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,511,0.018677493449035583,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,568,0.029984523887225473,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,679,0.18305654612914274,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,712,0.030832003514506184,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,780,0.01810339251683567,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,870,0.013625043624148165,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,888,0.32572263867350476,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,absolute_regret,975,0.20711909933295328,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,19,0.034351488801935816,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,85,0.04142248564492647,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,131,0.051653958045515314,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,224,0.050397315918981084,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,301,0.06530384020399096,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,345,0.034391710470735026,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,384,0.02427683529475184,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,462,0.05026985239182222,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,511,0.05110937797905021,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,568,0.027965343272280344,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,679,0.07033178749690845,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,712,0.02937072201118787,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,780,0.029251790573996937,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,870,0.04569178330729348,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,888,0.05106068701099781,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,normalized_regret,975,0.03331730987417729,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,19,0.9259259259259259,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,85,0.9166666666666666,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,131,0.8703703703703703,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,224,0.8981481481481483,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,301,0.8703703703703703,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,345,0.8703703703703703,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,384,0.9259259259259259,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,462,0.9259259259259259,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,511,0.9259259259259258,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,568,0.9074074074074073,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,679,0.8888888888888888,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,712,0.9351851851851851,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,780,0.9259259259259258,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,870,0.8888888888888888,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,888,0.8981481481481481,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,oracle_hit,975,0.925925925925926,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,19,0.019116053578778637,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,85,0.0300010316674591,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,131,0.01868469170678565,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,224,0.012737699656626312,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,301,0.0055831734623601635,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,345,0.018194291145841396,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,384,0.010043687433401402,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,462,0.02499555454044374,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,511,0.014194575016197175,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,568,0.008033559884124429,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,679,0.025338617564926506,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,712,0.014697171374823858,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,780,0.0523403743757937,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,870,0.05959817503567003,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,888,0.001966473824143636,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,absolute_regret,975,0.0024742545619075,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,19,0.05964806345764634,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,85,0.07637635993785025,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,131,0.08927016925565938,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,224,0.04653162586991172,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,301,0.030617217583874704,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,345,0.0614867222300507,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,384,0.052665310501691494,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,462,0.05465762342514686,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,511,0.03670621007710364,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,568,0.046412193197515106,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,679,0.045272527803335155,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,712,0.04098790879071369,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,780,0.0598156290102964,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,870,0.08734084516771427,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,888,0.032117412398025465,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,normalized_regret,975,0.01572121485285686,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,19,0.8796296296296295,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,85,0.861111111111111,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,131,0.8611111111111112,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,224,0.888888888888889,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,301,0.9259259259259259,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,345,0.8518518518518519,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,384,0.8796296296296295,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,462,0.8796296296296295,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,511,0.888888888888889,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,568,0.8888888888888888,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,679,0.9259259259259259,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,712,0.9259259259259259,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,780,0.8703703703703705,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,870,0.8240740740740741,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,888,0.9444444444444444,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,latest_stage,oracle_hit,975,0.9537037037037037,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,19,0.019116053578778637,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,85,0.0300010316674591,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,131,0.01868469170678565,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,224,0.012737699656626312,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,301,0.0055831734623601635,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,345,0.018194291145841396,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,384,0.010043687433401402,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,462,0.02499555454044374,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,511,0.014194575016197175,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,568,0.008033559884124429,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,679,0.025338617564926506,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,712,0.014697171374823858,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,780,0.0523403743757937,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,870,0.05959817503567003,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,888,0.001966473824143636,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,absolute_regret,975,0.0024742545619075,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,normalized_regret,19,0.05964806345764634,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,normalized_regret,85,0.07637635993785025,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,pure_G,normalized_regret,131,0.08927016925565938,27,4,equal_set_equal_seed_class_mean,retrospective_public_scalar_reanalysis,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
