sentinel,positive,negative,TP,FP,FN,TN,recall,precision,FPR,FNR,specificity,PR_AUC_average_precision,ROC_AUC,G1,flagged,actionable,flagged_actionable
S0,79,1649,3,474,76,1175,0.0379746835443038,0.006289308176100629,0.28744693753790174,0.9620253164556962,0.7125530624620983,0.05185648960902543,0.5936777947509423,False,477,117,4
