class_id,seed,group,event_stage,probe_stage,family,alpha,relative_derivative_drift,direction_cosine,odd_curvature,component_robust_error,richardson_diagnostic_disagreement,legacy_L_pass,C_pass,D_source_ratio_within_reference,application_certified,R_pass,N_pass
123,107,qkv_all_blocks,10,11,accumulated,0.03125,0.000727105270390634,0.9999997358664853,0.0011341016346000357,0.0004314787866717704,0.0018900764821369435,True,True,True,False,True,True
123,107,qkv_all_blocks,10,11,donor,0.0078125,0.0019811012694110745,0.9999980387230445,0.0030262882618033345,0.0012238954633349026,0.002797284995078017,True,True,True,False,True,True
123,107,qkv_all_blocks,10,11,donor,0.015625,0.0,1.0,0.001589947444317465,0.0,0.002797284995078017,True,True,True,False,True,True
123,107,qkv_all_blocks,10,11,donor,0.03125,0.0010641711455265115,0.999999434561755,0.0008464840808868661,0.000699368836191373,0.002797284995078017,True,True,True,False,True,True
123,107,qkv_all_blocks,10,11,isotropic,0.0078125,0.0019414967776828357,0.9999981155027943,0.0029572264511195166,0.0012244325373794746,0.0027249343544279493,True,True,True,False,True,True
123,107,qkv_all_blocks,10,11,isotropic,0.015625,0.0,1.0,0.0016092314505835217,0.0,0.0027249343544279493,True,True,True,False,True,True
123,107,qkv_all_blocks,10,11,isotropic,0.03125,0.0010590677456643273,0.9999994393270345,0.0008329438006233035,0.0006996757356454141,0.0027249343544279493,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,actual_local,0.0078125,0.0020473963648398644,0.9999979406500509,0.003940857849125328,0.0012523652317997578,0.0028758064459806364,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,actual_local,0.015625,0.0,1.0,0.005218878426295473,0.0,0.0028758064459806364,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,actual_local,0.03125,0.0010578936707308691,0.9999994413943419,0.00946753055336974,0.0006783645005582022,0.0028758064459806364,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,accumulated,0.0078125,0.001218362705570403,0.9999992607349775,0.0032699890433247,0.0007331340273099672,0.001709883810743144,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,accumulated,0.015625,0.0,1.0,0.00531615483801364,0.0,0.001709883810743144,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,accumulated,0.03125,0.0006422405632603113,0.9999997977911054,0.01044493184376969,0.00038184063922394124,0.001709883810743144,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,donor,0.0078125,0.0028181307905708343,0.9999960291995914,0.004295452997999991,0.0017310197446798192,0.003958943654196944,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,donor,0.015625,0.0,1.0,0.002154308051133832,0.0,0.003958943654196944,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,donor,0.03125,0.0014286781204254251,0.9999989798590015,0.0013251037488573312,0.0008655098723399096,0.003958943654196944,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,isotropic,0.0078125,0.0028846748233876504,0.9999958393841937,0.004484412435644573,0.0017671409146916856,0.004054053593071852,True,True,True,False,True,True
123,107,qkv_all_blocks,15,16,isotropic,0.015625,0.0,1.0,0.0023177106536866514,0.0,0.004054053593071852,True,True,True,False,True,True
